playerID yearID stint teamID lgID G AB R H X2B X3B HR RBI SB CS BB SO IBB HBP SH SF GIDP
arundtu01 1882 1 PH4 AA 1 5 0 0 0 0 0 NA NA NA 0 NA NA NA NA NA NA
lyonsde01 1885 1 PRO NL 4 16 3 2 1 0 0 1 NA NA 0 3 NA NA NA NA NA
huismma01 1987 2 CLE AL 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hamra01 1871 1 RC1 "NA" 25 113 25 28 4 0 0 12 6 2 1 7 NA NA NA NA 0
darwida01 1982 1 TEX AL 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
dobsojo01 1943 1 BOS AL 25 52 3 5 0 0 0 0 0 0 2 21 NA 2 3 NA 0
lambjo02 2016 1 CIN NL 14 20 0 1 0 0 0 0 0 0 1 12 0 0 1 0 0
menento01 1992 1 CIN NL 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
murrada01 1985 1 NYA AL 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
siebedi01 1940 1 PHA AL 154 595 69 170 31 6 5 77 8 6 33 34 NA 2 7 NA 12
clancji01 1982 1 TOR AL 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
fitzmal01 1976 1 KCA AL 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
beardmi01 1977 1 ATL NL 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hanlone01 1892 1 BLN NL 11 43 3 7 1 1 0 2 0 NA 3 3 NA 0 NA NA NA
cartepa01 1919 1 CHN NL 29 26 2 7 0 0 0 2 0 NA 0 4 NA 0 0 NA NA
orour01 1872 1 BR1 "NA" 1 4 0 0 0 0 0 0 0 0 0 0 NA NA NA NA 0
betande01 2011 1 NYA AL 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
harrida01 1933 1 WS1 AL 82 177 33 46 9 2 5 38 3 1 25 26 NA 2 2 NA NA
oquenjo01 1992 1 SLN NL 14 35 3 9 3 1 0 3 0 0 5 3 1 0 0 0 0
mageewe01 1999 1 PHI NL 12 14 4 5 1 0 2 5 0 0 1 4 0 0 0 0 1
hanlone01 1881 1 DTN NL 76 305 63 85 14 8 2 28 NA NA 22 11 NA NA NA NA NA
etchean01 1971 1 BAL AL 70 222 21 60 8 0 9 29 1 4 16 40 2 1 3 1 5
felscha01 1916 1 CHA AL 146 546 73 164 24 12 7 70 13 NA 31 67 NA 3 13 NA NA
pooleji02 1998 1 SFN NL 26 4 1 1 1 0 0 0 0 0 0 0 0 0 2 0 0
bridgto01 1935 1 DET AL 36 109 9 26 5 1 0 10 0 0 6 24 NA 0 4 NA NA
pierema01 1947 1 WS1 AL 23 26 1 6 0 0 0 1 0 0 0 1 NA 0 2 NA 1
brownha01 1960 1 BAL AL 30 44 5 8 2 0 0 3 0 0 8 8 0 1 5 0 0
troutst01 1987 2 NYA AL 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kucksjo01 1959 1 NYA AL 9 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
livinmi01 1947 2 NY1 NL 5 6 0 1 0 0 0 0 0 NA 1 2 NA 0 0 NA 0
severpe01 2018 1 WAS NL 70 190 14 32 9 0 2 15 1 0 18 47 4 4 0 1 3
moehlbr01 2007 1 HOU NL 42 5 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0
colluja01 1956 1 SLN NL 38 14 1 3 0 0 0 1 0 0 2 1 0 0 0 1 0
metzgbu01 1977 2 SLN NL 58 4 0 0 0 0 0 0 0 0 0 3 0 0 2 0 1
marisja01 2013 1 MIA NL 40 109 6 20 2 1 1 5 3 1 6 27 0 1 1 1 1
maysca01 1918 1 BOS AL 38 104 10 30 3 3 0 5 1 NA 9 15 NA 2 4 NA NA
olmolu01 1943 1 BRO NL 57 238 39 72 6 4 4 37 3 NA 8 20 NA 0 1 NA 10
brittgi01 1913 1 PIT NL 3 12 0 0 0 0 0 0 0 NA 0 2 NA 0 0 NA NA
fischca01 1932 1 WS1 AL 12 15 1 3 1 0 0 0 0 0 2 6 NA 0 2 NA NA
elartsc01 2007 1 KCA AL 9 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
terryya01 1945 1 BOS AL 12 18 0 2 0 0 0 0 1 0 0 4 NA 0 0 NA 0
burkele02 1963 2 CHN NL 27 49 4 9 0 0 2 7 0 1 4 13 1 0 0 1 1
charlno01 1990 1 CIN NL 57 37 4 5 0 0 0 0 0 0 3 21 0 2 0 0 0
wrighru01 1924 1 PHI NL 118 388 55 119 24 4 7 58 5 4 27 15 NA 7 5 NA NA
reedst01 2000 1 CLE AL 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
nelsobi01 1884 1 PT1 AA 3 12 1 2 0 0 0 NA NA NA 0 NA NA 0 NA NA NA
porceri01 2016 1 BOS AL 33 5 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
vandejo02 2004 1 CIN NL 42 51 2 6 2 0 2 4 0 0 4 20 0 0 0 0 0
fasansa01 2000 1 OAK AL 52 126 21 27 6 0 7 19 0 0 14 47 0 3 0 1 3
santaca01 2021 1 KCA AL 158 565 66 121 15 0 19 69 2 0 86 102 3 3 0 5 12
braggda01 1997 1 BOS AL 153 513 65 132 35 2 9 57 10 6 61 102 5 3 5 4 16
kimsu01 2006 1 COL NL 6 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
bellhe01 2009 1 SDN NL 68 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
pittipi01 1925 1 CHN NL 59 173 21 54 7 2 0 15 5 4 12 7 NA 2 8 NA NA
frankfr02 1938 1 BRO NL 31 26 2 4 0 0 0 2 0 NA 1 6 NA 0 3 NA 0
marshmi01 1967 1 DET AL 37 9 2 2 0 0 0 1 0 0 0 3 0 0 2 0 0
masonji01 1976 1 NYA AL 93 217 17 39 7 1 1 14 0 0 9 37 0 0 7 3 4
napolmi01 2015 1 BOS AL 98 329 37 68 18 1 13 40 3 1 45 99 2 3 0 1 10
kennebo01 1955 2 CHA AL 83 214 28 65 10 2 9 43 0 2 16 16 0 0 2 0 7
porteja01 1955 1 DET AL 24 55 6 13 2 0 0 3 0 0 8 15 0 0 0 0 1
blowemi01 1991 1 NYA AL 15 35 3 7 0 0 1 1 0 0 4 3 0 0 1 0 1
bulgeja01 2006 1 LAA AL 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
suppaje01 1998 2 KCA AL 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
halleto01 1961 1 SFN NL 30 62 5 9 1 0 2 8 0 1 9 23 0 1 0 1 1
burnsjo03 1943 1 BSN NL 52 135 12 28 3 0 1 5 2 NA 8 25 NA 2 3 NA 6
amesre01 1917 1 SLN NL 43 64 3 12 1 2 0 7 0 NA 6 23 NA 0 3 NA NA
gromest01 1942 1 CLE AL 14 15 2 5 1 1 0 2 0 0 2 1 NA 0 0 NA 0
gilbe01 2002 1 ANA AL 61 130 11 37 8 1 3 20 2 1 5 33 0 0 2 2 0
tenacge01 1981 1 SLN NL 58 129 26 30 7 0 5 22 0 0 38 26 2 4 1 2 1
farredu01 1899 1 WAS NL 5 12 2 4 1 0 0 1 1 NA 2 0 NA 0 0 NA NA
valvejo01 2012 1 DET AL 71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ortajo01 1973 1 CHA AL 128 425 46 113 9 10 6 40 8 8 37 87 3 1 1 5 7
wiggity01 2005 1 PIT NL 57 155 20 40 9 1 7 25 0 1 14 30 0 1 1 0 3
marrede01 2019 1 MIA NL 5 5 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
grebecr01 1992 1 CHA AL 88 287 24 77 21 2 3 35 0 3 30 34 0 3 10 3 5
prallwi01 1975 1 CHN NL 3 4 1 0 0 0 0 1 0 0 0 3 0 0 2 0 0
leebo01 1968 1 CIN NL 44 5 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0
carlsha01 1918 1 PIT NL 3 5 0 1 0 0 0 0 0 NA 0 1 NA 0 0 NA NA
pinknge01 1893 1 LS3 NL 118 446 64 105 12 6 1 62 12 NA 50 8 NA 8 NA NA NA
noesihe01 2014 2 TEX AL 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
bauertr01 2019 1 CLE AL 24 5 0 1 0 0 0 0 0 0 0 3 0 0 1 0 0
relafde01 2000 1 PHI NL 83 253 29 56 12 3 3 30 5 0 48 45 7 9 2 1 7
coxdi01 1926 1 BRO NL 124 398 53 118 17 4 1 45 6 NA 46 20 NA 4 11 NA NA
brettke01 1980 1 KCA AL 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
negrokr01 2017 1 ARI NL 14 25 3 4 1 0 0 1 0 0 4 7 0 1 1 0 1
donahji02 1900 1 PIT NL 3 10 1 2 0 1 0 3 1 NA 0 1 NA 0 0 NA NA
mauseti01 1993 1 PHI NL 8 4 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0
tillmbo01 1965 1 BOS AL 111 368 20 79 10 3 6 35 0 0 40 69 3 0 0 5 13
santoom01 2008 1 BAL AL 11 10 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0
cowenal01 1986 1 SEA AL 28 82 5 15 4 0 0 6 1 0 3 18 0 0 1 1 3
evansdw01 1988 1 BOS AL 149 559 96 164 31 7 21 111 5 1 76 99 3 1 2 7 16
anderbr06 2020 1 MIA NL 59 200 27 51 7 1 11 38 0 0 22 66 1 6 0 1 2
wagenwo01 1888 1 PHI NL 2 8 2 1 0 0 0 0 0 NA 0 1 NA 0 NA NA NA
jeterde01 2013 1 NYA AL 17 63 8 12 1 0 1 7 0 0 8 10 1 1 0 1 3
gordode01 2019 1 SEA AL 117 393 36 108 12 6 3 34 22 5 18 61 1 1 3 6 8
perryga01 1981 1 ATL NL 24 48 5 12 2 0 1 7 0 0 0 10 0 1 5 0 3
magrajo01 1989 1 SLN NL 38 80 6 11 3 0 1 4 0 0 4 18 0 0 8 0 0
hubbatr01 1999 1 LAN NL 82 105 23 33 5 0 1 13 4 3 13 24 1 0 1 1 2
kinnejo01 2008 1 SLN NL 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
kosloda01 1948 1 NY1 NL 35 44 2 5 2 0 0 4 0 NA 1 16 NA 1 3 NA 0
barrema02 1983 1 BOS AL 33 44 7 10 1 1 0 2 0 0 3 1 0 0 0 1 1
burrira01 1979 2 NYA AL 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
mccarle01 1921 1 SLN NL 1 1 0 0 0 0 0 0 0 0 0 1 NA 0 0 NA NA
delarjo01 2018 2 CHN NL 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
lintzla01 1977 1 OAK AL 41 30 11 4 1 0 0 0 13 5 8 13 1 1 1 0 0
bolsimi01 2015 1 LAN NL 21 38 1 1 1 0 0 0 0 0 0 23 0 0 2 0 0
odombl01 1975 1 OAK AL 8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
halldi01 1957 1 PIT NL 10 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
heredgi01 1999 1 OAK AL 33 6 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0
seminan01 1953 1 CIN NL 119 387 46 91 12 0 19 64 2 2 49 82 NA 1 1 NA 10
mccleha01 1921 1 CHA AL 63 196 20 35 4 1 1 14 2 3 14 18 NA 1 4 NA NA
noboaju01 1994 1 OAK AL 17 40 3 13 1 1 0 6 1 0 2 5 0 0 0 0 0
lordha01 1912 1 CHA AL 151 570 81 152 19 12 5 54 28 NA 52 NA NA 5 29 NA NA
stephji01 1912 1 SLA AL 75 205 13 51 7 5 0 22 3 NA 7 NA NA 0 7 NA NA
kelsebi01 1907 1 PIT NL 2 5 1 2 0 0 0 0 0 NA 0 2 NA 0 0 NA NA
weeksri01 2006 1 MIL NL 95 359 73 100 15 3 8 34 19 5 30 92 1 19 2 3 6
brownro01 2001 1 CHN NL 39 83 13 22 6 1 4 22 0 0 7 12 0 1 0 1 3
almonzo01 2014 1 NYA AL 13 36 2 5 0 0 1 3 1 0 0 14 0 0 0 0 1
anderla02 1984 1 PHI NL 64 4 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
olmedra01 2006 1 CIN NL 30 44 5 9 2 0 1 4 1 0 4 4 0 0 0 0 0
himesja01 1906 1 SLN NL 40 155 10 42 5 2 0 14 4 NA 7 22 NA 1 4 NA NA
schoesc01 2000 1 ANA AL 27 3 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
igarary01 2011 1 NYN NL 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
aitchra01 1915 1 BRO NL 7 8 0 0 0 0 0 0 0 NA 2 5 NA 0 0 NA NA
heberwa01 1931 1 SLA AL 23 43 2 9 0 0 0 1 0 0 0 11 NA 0 1 NA NA
jenkife01 1979 1 TEX AL 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
mannima01 2021 1 DET AL 18 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
lintzla01 1974 1 MON NL 113 319 60 76 10 1 0 20 50 7 44 50 0 2 23 0 2
hendrma01 2003 1 TOR AL 30 4 1 1 0 0 1 1 0 0 0 1 0 0 0 0 1
earlyja01 1940 1 WS1 AL 80 206 26 53 8 4 5 14 0 1 23 22 NA 1 1 NA 3
mcphebi01 1884 1 CN2 AA 112 450 107 125 8 7 5 64 NA NA 27 NA NA 6 NA NA NA
myattgl01 1933 1 CLE AL 40 77 10 18 4 0 0 7 0 1 15 8 NA 2 0 NA NA
botteke01 1999 1 SLN NL 31 61 4 9 3 0 0 5 0 0 1 26 0 0 8 0 0
warnejo01 1895 2 LS3 NL 67 232 20 62 4 2 1 20 10 NA 11 16 NA 7 3 NA NA
mccorba01 1901 1 CHN NL 115 427 45 100 15 6 1 32 12 NA 31 56 NA 1 4 NA NA
wellski01 2008 2 KCA AL 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
schoere01 1953 1 SLN NL 146 564 107 193 35 5 15 79 3 3 60 23 NA 0 3 NA 19
klugmjo01 1925 1 CLE AL 38 85 12 28 9 2 0 12 3 1 8 4 NA 0 3 NA NA
edmonpa01 1969 1 CHA AL 14 29 3 5 0 0 0 1 0 0 0 8 0 0 1 0 1
ingebr01 2007 1 DET AL 151 508 64 120 25 2 14 71 9 2 47 150 5 11 7 4 8
bushjo01 1921 1 BOS AL 50 120 19 39 5 4 0 17 2 0 3 14 NA 0 3 NA NA
longsh01 2021 1 SEA AL 34 111 13 22 4 1 4 17 1 0 9 39 0 0 1 0 3
heimafr01 1924 1 PHA AL 58 90 14 29 3 2 0 12 1 0 3 8 NA 0 3 NA NA
scottti01 1993 2 MON NL 32 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
bogaexa01 2018 1 BOS AL 136 513 72 148 45 3 23 103 8 2 55 102 4 6 0 6 14
choiji01 2018 2 TBA AL 49 160 21 43 12 1 8 27 2 0 24 41 0 3 0 2 0
beckebo01 1897 1 PHI NL 5 9 1 1 0 0 0 1 0 NA 2 3 NA 0 0 NA NA
hemanru01 1961 1 CLE AL 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
berryse01 1998 1 HOU NL 102 299 48 94 17 1 13 52 3 1 31 50 3 7 1 4 8
rosarwi01 2013 1 COL NL 121 449 63 131 22 1 21 79 4 1 15 109 0 1 0 1 7
clevimi01 2019 1 CLE AL 21 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
woodwch01 2010 1 SEA AL 8 19 0 3 1 0 0 0 0 0 3 9 0 0 0 0 0
samuejo01 1930 1 DET AL 2 1 0 0 0 0 0 0 0 0 0 0 NA 0 0 NA NA
mcdougi01 1960 1 NYA AL 119 337 54 87 16 4 8 34 2 4 38 45 0 3 7 2 4
francfr01 2010 1 TEX AL 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
berrych02 1928 1 BOS AL 80 177 18 46 7 3 1 19 1 1 21 19 NA 1 3 NA NA
jacklfr01 1907 1 PHI NL 73 202 19 43 7 0 0 17 7 NA 27 40 NA 2 1 NA NA
klingjo02 1930 1 CHA AL 4 8 0 3 0 0 0 1 0 0 0 0 NA 0 0 NA NA
otoolji01 1960 1 CIN NL 34 66 3 7 0 0 0 2 0 0 2 30 0 0 7 0 1
wickebo01 1902 1 SLN NL 31 77 6 18 2 0 0 3 2 NA 3 11 NA 0 2 NA NA
javiest01 1999 1 SFN NL 112 333 49 92 15 1 3 30 13 6 29 55 4 1 7 1 4
scottge02 1978 1 BOS AL 120 412 51 96 16 4 12 54 1 1 44 86 3 0 7 3 19
leshndo01 1972 1 DET AL 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hugheji01 1896 1 PIT NL 25 65 4 14 1 0 0 5 0 NA 5 8 NA 0 0 NA NA
machama01 2017 1 BAL AL 156 630 81 163 33 1 33 95 9 4 50 115 3 1 0 9 17
machije01 2012 1 SFN NL 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
duncada01 1971 1 OAK AL 103 363 39 92 13 1 15 40 1 1 28 77 2 1 4 2 6
blackea01 1912 2 CIN NL 1 0 0 0 0 0 0 0 0 NA 1 0 NA 0 0 NA NA
donahji02 1909 1 CHA AL 2 4 0 0 0 0 0 2 0 NA 1 0 NA 0 0 NA NA
draveda01 1988 1 SFN NL 7 10 2 1 0 0 0 0 0 0 0 1 0 0 3 0 0
hermage01 1952 1 CHN NL 99 275 28 70 6 0 4 34 2 0 29 32 NA 2 4 NA 4
barrima01 1998 1 FLO NL 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
paddach01 2020 1 SDN NL 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
spencst02 1998 1 SDN NL 6 9 0 1 1 0 0 0 0 0 0 4 0 0 3 0 1
owensji01 1955 1 PHI NL 3 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0
burgmto01 1982 1 BOS AL 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
sullima01 1891 1 BSN NL 17 67 15 15 1 0 2 7 7 NA 5 3 NA 1 NA NA NA
hackst01 1935 1 CHN NL 124 427 75 133 23 9 4 64 14 NA 65 17 NA 3 9 NA 5
tejadmi01 2002 1 OAK AL 162 662 108 204 30 0 34 131 7 2 38 84 3 11 0 4 21
hernafe02 2006 1 SEA AL 31 4 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0
leakemi01 2010 1 CIN NL 28 48 5 16 1 0 0 3 0 0 5 15 0 1 6 0 0
kisonbr01 1978 1 PIT NL 28 29 2 4 1 1 1 1 0 0 0 5 0 0 0 0 1
ramirni01 2019 1 DET AL 46 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
milleco01 2005 1 MIN AL 5 12 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0
castibo01 1984 1 MIN AL 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
valenda01 2012 2 BOS AL 10 28 1 4 0 0 1 4 0 0 0 6 0 0 0 1 1
herreke01 2017 1 KCA AL 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hillma01 1982 1 CHA AL 53 88 9 23 2 0 3 13 0 0 6 13 0 1 2 1 4
eusebto01 1997 1 HOU NL 60 164 12 45 2 0 1 18 0 1 19 27 1 4 0 0 4
perezmi03 2018 1 TBA AL 24 74 9 21 5 0 1 11 0 0 3 19 0 0 1 2 0
mathije01 2012 1 TOR AL 71 211 25 46 13 0 8 27 1 0 9 68 0 0 6 1 2
buhneja01 1999 1 SEA AL 87 266 37 59 11 0 14 38 0 0 69 100 0 5 0 3 6
demarfr02 1941 1 NY1 NL 16 35 3 6 0 0 0 1 0 NA 4 1 NA 0 1 NA 3
martica04 2014 1 SLN NL 57 12 0 3 0 0 0 2 0 0 0 4 0 0 1 0 0
rodriau01 1971 1 DET AL 154 604 68 153 30 7 15 39 4 6 27 93 6 3 3 2 14
freesda01 2012 1 SLN NL 144 501 70 147 25 1 20 79 3 3 57 122 2 7 0 2 19
kryhodi01 1950 1 DET AL 53 169 20 37 10 0 4 19 0 1 8 11 NA 1 1 NA 2
sierrru01 1986 1 TEX AL 113 382 50 101 13 10 16 55 7 8 22 65 3 1 1 5 8
thomeji01 2007 1 CHA AL 130 432 79 119 19 0 35 96 0 1 95 134 11 6 0 3 10
richaan01 2011 1 ATL NL 9 4 2 2 0 0 0 0 1 0 0 0 0 0 0 0 0
nischro01 1963 1 CLE AL 14 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ledeeri01 2003 1 PHI NL 121 255 37 63 15 2 13 46 0 0 34 59 5 0 1 1 4
haneyto01 1995 1 CHN NL 25 73 11 30 8 0 2 6 0 0 7 11 0 0 1 0 0
roofph01 1965 1 CAL AL 9 22 1 3 0 0 0 0 0 0 0 6 0 0 0 0 1
kneppbo01 1976 1 SFN NL 4 9 0 1 0 0 0 1 0 0 0 3 0 0 0 0 0
guerrvl01 1996 1 MON NL 9 27 2 5 0 0 1 1 0 0 0 3 0 0 0 0 1
jonesbo03 1993 1 NYN NL 9 20 0 1 0 0 0 0 0 0 0 7 0 0 2 0 0
guzmafr01 2007 1 TEX AL 8 6 2 1 0 0 1 1 0 1 0 2 0 0 0 0 0
hootobu01 1976 1 LAN NL 33 62 2 6 1 0 0 4 0 0 3 28 0 1 13 2 0
wainwad01 2007 1 SLN NL 37 62 4 18 3 0 1 6 0 1 3 18 0 0 9 0 1
linebsc01 2007 1 SDN NL 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hendrge01 1972 1 OAK AL 58 121 10 22 1 1 4 15 3 2 3 22 0 1 2 2 3
boehlge01 1926 1 BRO NL 11 12 0 3 1 0 0 1 0 NA 0 5 NA 0 0 NA NA
martivi01 2004 1 CLE AL 141 520 77 147 38 1 23 108 0 1 60 69 11 5 0 6 16
stanlmi02 1993 1 NYA AL 130 423 70 129 17 1 26 84 1 1 57 85 4 5 0 6 10
arnovmo01 1936 1 PHI NL 13 48 4 15 3 0 1 7 0 NA 1 3 NA 2 1 NA 2
witasja01 1998 1 OAK AL 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
gonzama02 2017 1 SLN NL 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
millean01 2013 1 BOS AL 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
mcdonbe01 1995 1 BAL AL 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
orourji01 1891 1 NY1 NL 136 555 92 164 28 7 5 95 19 NA 26 29 NA 6 NA NA NA
leffecr01 1987 2 SFN NL 44 4 0 1 1 0 0 1 0 0 0 2 0 0 0 0 0
ritchja01 1965 1 BOS AL 44 5 0 1 0 0 0 1 0 0 1 2 0 0 0 0 0
willoji01 1971 1 SFN NL 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
krameja01 1944 1 SLA AL 33 85 6 14 2 0 2 6 0 0 8 21 NA 1 1 NA 2
strawda01 1993 1 LAN NL 32 100 12 14 2 0 5 12 1 0 16 19 1 2 0 2 1
rodnefe01 2014 1 SEA AL 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
schupfe01 1920 1 SLN NL 39 86 11 22 7 1 0 6 0 0 6 18 NA 0 4 NA NA
krugch01 1965 1 CHN NL 60 169 16 34 5 0 5 24 0 1 13 52 2 1 0 3 8
brownem01 2001 1 PIT NL 61 123 18 25 4 1 3 13 10 4 15 42 1 2 0 0 2
livinpa01 1906 1 CIN NL 50 139 8 22 1 4 0 8 0 NA 12 23 NA 7 5 NA NA
cronijo01 1934 1 WS1 AL 127 504 68 143 30 9 7 101 8 0 53 28 NA 1 9 NA NA
palmeda01 1987 1 ATL NL 28 48 4 6 1 0 1 5 0 0 1 15 0 0 8 0 1
kosloda01 1947 1 NY1 NL 39 78 6 10 1 0 0 2 0 NA 8 37 NA 0 1 NA 0
flynndo01 1977 1 CIN NL 36 32 0 8 1 1 0 5 0 0 0 6 0 0 0 1 0
brittji01 1872 1 BR2 "NA" 37 155 26 41 7 0 0 11 0 1 5 5 NA NA NA NA 0
hollaal01 1983 1 PHI NL 68 7 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0
webstle01 1993 1 MIN AL 49 106 14 21 2 0 1 8 1 0 11 8 1 0 0 0 1
brownpi01 1962 1 HOU NL 65 100 8 21 4 2 1 10 0 0 13 9 0 0 0 1 8
